artist,end_date,rank,start_date,streams,title
Portugal. The Man,2017-11-17,35,2017-11-10,3739479,Feel It Still
Travis Scott,2017-11-17,36,2017-11-10,3731429,goosebumps
Lil Uzi Vert,2017-11-17,37,2017-11-10,3618887,The Way Life Goes (feat. Oh Wonder)
Imagine Dragons,2017-11-17,38,2017-11-10,3542317,Thunder
NAV,2017-11-17,39,2017-11-10,3510101,Wanted You (feat. Lil Uzi Vert)
XXXTENTACION,2017-11-17,40,2017-11-10,3497331,Fuck Love (feat. Trippie Redd)
Khalid,2017-11-17,41,2017-11-10,3411676,Location
Charlie Puth,2017-11-17,42,2017-11-10,3369663,How Long
A Boogie Wit da Hoodie,2017-11-17,43,2017-11-10,3369482,Drowning (feat. Kodak Black)
ZAYN,2017-11-17,44,2017-11-10,3320842,Dusk Till Dawn - Radio Edit
Kendrick Lamar,2017-11-17,45,2017-11-10,3305844,LOVE. FEAT. ZACARI.
Migos,2017-11-17,46,2017-11-10,3294004,Slippery (feat. Gucci Mane)
Yo Gotti,2017-11-17,47,2017-11-10,3269899,Rake It Up
Sam Smith,2017-11-17,48,2017-11-10,3234526,Pray
Taylor Swift,2017-11-17,49,2017-11-10,3056601,Call It What You Want
Post Malone,2017-11-17,50,2017-11-10,3024395,Go Flex
Lil Xan,2017-11-17,51,2017-11-10,2894262,Betrayed
Famous Dex,2017-11-17,52,2017-11-10,2687680,Pick It Up (feat. A$AP Rocky)
Kygo,2017-11-17,53,2017-11-10,2685047,Stargazing
Taylor Swift,2017-11-17,54,2017-11-10,2658304,...Ready For It?
Lil Uzi Vert,2017-11-17,55,2017-11-10,2624225,Sauce It Up
Macklemore,2017-11-17,56,2017-11-10,2557511,Glorious (feat. Skylar Grey)
Imagine Dragons,2017-11-17,57,2017-11-10,2503567,Believer
YBN Nahmir,2017-11-17,58,2017-11-10,2464864,Rubbin Off The Paint
Taylor Swift,2017-11-17,59,2017-11-10,2436551,Look What You Made Me Do
22 Savage,2017-11-17,60,2017-11-10,2423164,The Race
Playboi Carti,2017-11-17,61,2017-11-10,2396816,Magnolia
Lil Uzi Vert,2017-11-17,62,2017-11-10,2387925,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix
Young Thug,2017-11-17,63,2017-11-10,2357834,Relationship (feat. Future)
Kendrick Lamar,2017-11-17,64,2017-11-10,2338361,DNA.
SZA,2017-11-17,65,2017-11-10,2338324,Love Galore
Playboi Carti,2017-11-17,66,2017-11-10,2334081,wokeuplikethis*
Childish Gambino,2017-11-17,67,2017-11-10,2321626,Redbone
J Balvin,2017-11-17,68,2017-11-10,2316477,Mi Gente
Taylor Swift,2017-11-17,69,2017-11-10,2293668,Gorgeous
Post Malone,2017-11-17,70,2017-11-10,2289809,White Iverson
J Balvin,2017-11-17,71,2017-11-10,2288178,Mi Gente (feat. Beyoncé)
Kodak Black,2017-11-17,72,2017-11-10,2287283,Transportin'
Ed Sheeran,2017-11-17,73,2017-11-10,2269221,Shape of You
Charlie Puth,2017-11-17,74,2017-11-10,2257876,Attention
2 Chainz,2017-11-17,75,2017-11-10,2220591,It's A Vibe
Maroon 5,2017-11-17,76,2017-11-10,2204442,Wait
Sam Hunt,2017-11-17,77,2017-11-10,2195462,Body Like A Back Road
6ix9ine,2017-11-17,78,2017-11-10,2180860,GUMMO
Big Sean,2017-11-17,79,2017-11-10,2171136,Pull Up N Wreck (With Metro Boomin)
Clean Bandit,2017-11-17,80,2017-11-10,2170201,I Miss You (feat. Julia Michaels)
Lorde,2017-11-17,81,2017-11-10,2156347,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX"
Russ,2017-11-17,82,2017-11-10,2146570,Losin Control
Future,2017-11-17,83,2017-11-10,2138099,Mask Off
Macklemore,2017-11-17,84,2017-11-10,2087431,Good Old Days (feat. Kesha)
21 Savage,2017-11-17,85,2017-11-10,2084062,Rap Saved Me
XXXTENTACION,2017-11-17,86,2017-11-10,2067502,Everybody Dies In Their Nightmares
Miguel,2017-11-17,87,2017-11-10,2067319,Sky Walker
Chris Brown,2017-11-17,88,2017-11-10,2048917,Pills & Automobiles
Avicii,2017-11-17,89,2017-11-10,2009769,Lonely Together (feat. Rita Ora)
Luis Fonsi,2017-11-17,90,2017-11-10,1982249,Despacito - Remix
Chris Brown,2017-11-17,91,2017-11-10,1974707,Questions
Niall Horan,2017-11-17,92,2017-11-10,1964838,Slow Hands
Future,2017-11-17,93,2017-11-10,1955949,Patek Water
Kane Brown,2017-11-17,94,2017-11-10,1952407,What Ifs
Rich The Kid,2017-11-17,95,2017-11-10,1951633,New Freezer (feat. Kendrick Lamar)
James Arthur,2017-11-17,96,2017-11-10,1944208,Say You Won't Let Go
Kesha,2017-11-17,97,2017-11-10,1926964,Praying
Liam Payne,2017-11-17,98,2017-11-10,1919473,Strip That Down
DJ Khaled,2017-11-17,99,2017-11-10,1893664,I'm the One
KYLE,2017-11-17,100,2017-11-10,1850354,iSpy (feat. Lil Yachty)
N.E.R.D,2017-11-17,101,2017-11-10,1849412,Lemon
Kodak Black,2017-11-17,102,2017-11-10,1838954,Tunnel Vision
Thomas Rhett,2017-11-17,103,2017-11-10,1829888,Unforgettable
DJ Khaled,2017-11-17,104,2017-11-10,1827895,Wild Thoughts
SZA,2017-11-17,105,2017-11-10,1819967,The Weekend
Cheat Codes,2017-11-17,106,2017-11-10,1817955,Feels Great (feat. Fetty Wap & CVBZ)
Migos,2017-11-17,107,2017-11-10,1817811,Bad and Boujee (feat. Lil Uzi Vert)
Kendrick Lamar,2017-11-17,108,2017-11-10,1791289,LOYALTY. FEAT. RIHANNA.
21 Savage,2017-11-17,109,2017-11-10,1790652,My Choppa Hate Niggas
Big Sean,2017-11-17,110,2017-11-10,1780045,Bounce Back
Lauv,2017-11-17,111,2017-11-10,1779591,I Like Me Better
P!nk,2017-11-17,112,2017-11-10,1775701,What About Us
Niall Horan,2017-11-17,113,2017-11-10,1743433,Too Much To Ask
Migos,2017-11-17,114,2017-11-10,1735736,T-Shirt
Lil Pump,2017-11-17,115,2017-11-10,1718728,Boss
XXXTENTACION,2017-11-17,116,2017-11-10,1711352,Look At Me!
Daya,2017-11-17,117,2017-11-10,1699461,New
Bruno Mars,2017-11-17,118,2017-11-10,1698733,That's What I Like
Travis Scott,2017-11-17,119,2017-11-10,1691979,beibs in the trap
G-Eazy,2017-11-17,120,2017-11-10,1664163,The Plan
GoldLink,2017-11-17,121,2017-11-10,1649907,Crew
Drake,2017-11-17,122,2017-11-10,1630362,Passionfruit
J. Cole,2017-11-17,123,2017-11-10,1619251,No Role Modelz
blackbear,2017-11-17,124,2017-11-10,1592049,do re mi
Wiz Khalifa,2017-11-17,125,2017-11-10,1583054,Letterman
ZAYN,2017-11-17,126,2017-11-10,1574405,"I Don?�t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
Shawn Mendes,2017-11-17,127,2017-11-10,1569872,There's Nothing Holdin' Me Back
21 Savage,2017-11-17,128,2017-11-10,1563601,X (feat. Future)
6LACK,2017-11-17,129,2017-11-10,1554495,PRBLMS
Tee Grizzley,2017-11-17,130,2017-11-10,1545419,First Day Out
Rae Sremmurd,2017-11-17,131,2017-11-10,1541484,Swang
blackbear,2017-11-17,132,2017-11-10,1518178,do re mi (feat. Gucci Mane)
2 Chainz,2017-11-17,133,2017-11-10,1510905,4:00 AM
A Boogie Wit da Hoodie,2017-11-17,134,2017-11-10,1510350,Undefeated (feat. 21 Savage)
NAV,2017-11-17,135,2017-11-10,1502402,Myself
Rae Sremmurd,2017-11-17,136,2017-11-10,1496865,Perplexing Pegasus
Luke Combs,2017-11-17,137,2017-11-10,1492798,When It Rains It Pours
YoungBoy Never Broke Again,2017-11-17,138,2017-11-10,1488278,No Smoke
Sam Smith,2017-11-17,139,2017-11-10,1485525,Burning
Lil Uzi Vert,2017-11-17,140,2017-11-10,1482413,Money Longer
Post Malone,2017-11-17,141,2017-11-10,1481293,No Option
Mariah Carey,2017-11-17,142,2017-11-10,1478324,All I Want for Christmas Is You
The Weeknd,2017-11-17,143,2017-11-10,1477379,Starboy
The Chainsmokers,2017-11-17,144,2017-11-10,1475186,Something Just Like This
Halsey,2017-11-17,145,2017-11-10,1474765,Now Or Never
Brett Young,2017-11-17,146,2017-11-10,1462492,In Case You Didn't Know
Gucci Mane,2017-11-17,147,2017-11-10,1451714,Curve (feat. The Weeknd)
Aminé,2017-11-17,148,2017-11-10,1451581,Caroline
The Chainsmokers,2017-11-17,149,2017-11-10,1449436,Closer
Russ,2017-11-17,150,2017-11-10,1442216,What They Want
Lil Pump,2017-11-17,151,2017-11-10,1435966,D Rose
Eminem,2017-11-17,152,2017-11-10,1434190,'Till I Collapse
Ozuna,2017-11-17,153,2017-11-10,1433280,Se Preparó
DRAM,2017-11-17,154,2017-11-10,1429462,Broccoli (feat. Lil Yachty)
Liam Payne,2017-11-17,155,2017-11-10,1417641,Bedroom Floor
Bryson Tiller,2017-11-17,156,2017-11-10,1413949,Don't
Kygo,2017-11-17,157,2017-11-10,1413547,Stranger Things
Sam Smith,2017-11-17,158,2017-11-10,1413532,Say It First
6LACK,2017-11-17,159,2017-11-10,1410739,Ex Calling
Drake,2017-11-17,160,2017-11-10,1401973,Fake Love
Sam Smith,2017-11-17,161,2017-11-10,1401530,One Last Song
Gucci Mane,2017-11-17,162,2017-11-10,1399962,Both (feat. Drake)
Bryson Tiller,2017-11-17,163,2017-11-10,1395543,Exchange
Tee Grizzley,2017-11-17,164,2017-11-10,1392965,From The D To The A (feat. Lil Yachty)
Trippie Redd,2017-11-17,165,2017-11-10,1382304,Bust Down
Drake,2017-11-17,166,2017-11-10,1382274,Portland
Ty Dolla $ign,2017-11-17,167,2017-11-10,1381433,Darkside (with Ty Dolla $ign & Future feat. Kiiara)
Justin Bieber,2017-11-17,168,2017-11-10,1379279,Friends (with BloodPop®)
Metro Boomin,2017-11-17,169,2017-11-10,1376511,No Complaints
Jon Pardi,2017-11-17,170,2017-11-10,1374329,Heartache On The Dance Floor
The Weeknd,2017-11-17,171,2017-11-10,1363884,Die For You
LANCO,2017-11-17,172,2017-11-10,1363330,Greatest Love Story
Trippie Redd,2017-11-17,173,2017-11-10,1361581,Love Scars
Julia Michaels,2017-11-17,174,2017-11-10,1358280,Issues
YFN Lucci,2017-11-17,175,2017-11-10,1354067,Everyday We Lit (feat. PnB Rock)
Young Thug,2017-11-17,176,2017-11-10,1340095,pick up the phone
DJ Snake,2017-11-17,177,2017-11-10,1334918,A Different Way (with Lauv)
Big Shaq,2017-11-17,178,2017-11-10,1332002,Man's Not Hot
Zedd,2017-11-17,179,2017-11-10,1329878,Stay (with Alessia Cara)
Eminem,2017-11-17,180,2017-11-10,1324622,Lose Yourself - Soundtrack Version
Lil Pump,2017-11-17,181,2017-11-10,1319438,Flex Like Ouu
Chris Young,2017-11-17,182,2017-11-10,1313305,Losing Sleep
A Boogie Wit da Hoodie,2017-11-17,183,2017-11-10,1310953,Say A'
Drake,2017-11-17,184,2017-11-10,1310326,One Dance
PnB Rock,2017-11-17,185,2017-11-10,1308891,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)"
Chance The Rapper,2017-11-17,186,2017-11-10,1306838,No Problem (feat. Lil Wayne & 2 Chainz)
Hailee Steinfeld,2017-11-17,187,2017-11-10,1306600,Most Girls
Khalid,2017-11-17,188,2017-11-10,1303810,Saved
CNCO,2017-11-17,189,2017-11-10,1296722,Reggaetón Lento (Remix)
Becky G,2017-11-17,190,2017-11-10,1296529,Mayores
Calvin Harris,2017-11-17,191,2017-11-10,1274815,Feels
Thomas Rhett,2017-11-17,192,2017-11-10,1274118,Craving You
Khalid,2017-11-17,193,2017-11-10,1265376,8TEEN
Sam Smith,2017-11-17,194,2017-11-10,1264489,No Peace
Calvin Harris,2017-11-17,195,2017-11-10,1262429,Slide
David Guetta,2017-11-17,196,2017-11-10,1261294,Dirty Sexy Money (feat. Charli XCX & French Montana)
Cheat Codes,2017-11-17,197,2017-11-10,1256674,No Promises (feat. Demi Lovato)
Dustin Lynch,2017-11-17,198,2017-11-10,1251563,Small Town Boy
Offset,2017-11-17,199,2017-11-10,1230685,Nightmare
21 Savage,2017-11-17,200,2017-11-10,1230267,Mad Stalkers
Post Malone,2017-11-24,1,2017-11-17,14319785,rockstar
Lil Pump,2017-11-24,2,2017-11-17,10128276,Gucci Gang
Post Malone,2017-11-24,3,2017-11-17,7633134,I Fall Apart
Camila Cabello,2017-11-24,4,2017-11-17,6743611,Havana
G-Eazy,2017-11-24,5,2017-11-17,6592238,No Limit
21 Savage,2017-11-24,6,2017-11-17,6343725,Bank Account
Sam Smith,2017-11-24,7,2017-11-17,6277980,Too Good At Goodbyes
Offset,2017-11-24,8,2017-11-17,6146139,Ric Flair Drip (& Metro Boomin)
A$AP Ferg,2017-11-24,9,2017-11-17,6105720,Plain Jane
Post Malone,2017-11-24,10,2017-11-17,6055899,Candy Paint
Logic,2017-11-24,11,2017-11-17,5955285,1-800-273-8255
Selena Gomez,2017-11-24,12,2017-11-17,5513372,Wolves
Lil Uzi Vert,2017-11-24,13,2017-11-17,5413872,XO TOUR Llif3
Migos,2017-11-24,14,2017-11-17,5366998,MotorSport
Khalid,2017-11-24,15,2017-11-17,5343003,Young Dumb & Broke
Ed Sheeran,2017-11-24,16,2017-11-17,5286723,Perfect
Maroon 5,2017-11-24,17,2017-11-17,5185653,What Lovers Do (feat. SZA)
Cardi B,2017-11-24,18,2017-11-17,5074715,Bodak Yellow
NF,2017-11-24,19,2017-11-17,5031194,Let You Down
Post Malone,2017-11-24,20,2017-11-17,4784927,Congratulations
Gucci Mane,2017-11-24,21,2017-11-17,4783776,I Get The Bag (feat. Migos)
Dua Lipa,2017-11-24,22,2017-11-17,4634645,New Rules
Marshmello,2017-11-24,23,2017-11-17,4348222,Silence
Bebe Rexha,2017-11-24,24,2017-11-17,4336848,Meant to Be (feat. Florida Georgia Line)
Hailee Steinfeld,2017-11-24,25,2017-11-17,4176062,"Let Me Go (with Alesso, Florida Georgia Line & watt)"
Halsey,2017-11-24,26,2017-11-17,4159579,Bad At Love
Kendrick Lamar,2017-11-24,27,2017-11-17,4147507,HUMBLE.
21 Savage,2017-11-24,28,2017-11-17,4147465,Ghostface Killers
French Montana,2017-11-24,29,2017-11-17,3951631,Unforgettable
Demi Lovato,2017-11-24,30,2017-11-17,3907665,Sorry Not Sorry
Travis Scott,2017-11-24,31,2017-11-17,3838752,Butterfly Effect
Lil Xan,2017-11-24,32,2017-11-17,3765322,Betrayed
XXXTENTACION,2017-11-24,33,2017-11-17,3720578,Jocelyn Flores
Kodak Black,2017-11-24,34,2017-11-17,3713981,Roll In Peace (feat. XXXTENTACION)
Travis Scott,2017-11-24,35,2017-11-17,3701926,goosebumps
Imagine Dragons,2017-11-24,36,2017-11-17,3677318,Thunder
Lil Uzi Vert,2017-11-24,37,2017-11-17,3601964,The Way Life Goes (feat. Oh Wonder)
Khalid,2017-11-24,38,2017-11-17,3451127,Location
XXXTENTACION,2017-11-24,39,2017-11-17,3448656,Fuck Love (feat. Trippie Redd)
Famous Dex,2017-11-24,40,2017-11-17,3423570,Pick It Up (feat. A$AP Rocky)
Kendrick Lamar,2017-11-24,41,2017-11-17,3411693,LOVE. FEAT. ZACARI.
A Boogie Wit da Hoodie,2017-11-24,42,2017-11-17,3357020,Drowning (feat. Kodak Black)
NAV,2017-11-24,43,2017-11-17,3356130,Wanted You (feat. Lil Uzi Vert)
Charlie Puth,2017-11-24,44,2017-11-17,3306131,How Long
Migos,2017-11-24,45,2017-11-17,3294754,Slippery (feat. Gucci Mane)
Eminem,2017-11-24,46,2017-11-17,3286315,Walk On Water (feat. Beyoncé)
Yo Gotti,2017-11-24,47,2017-11-17,3250496,Rake It Up
Portugal. The Man,2017-11-24,48,2017-11-17,3181058,Feel It Still
ZAYN,2017-11-24,49,2017-11-17,3084271,Dusk Till Dawn - Radio Edit
Camila Cabello,2017-11-24,50,2017-11-17,2813827,Havana - Remix
Post Malone,2017-11-24,51,2017-11-17,2804246,Go Flex
Luis Fonsi,2017-11-24,52,2017-11-17,2710285,Échame La Culpa
22 Savage,2017-11-24,53,2017-11-17,2559332,The Race
YBN Nahmir,2017-11-24,54,2017-11-17,2554432,Rubbin Off The Paint
Imagine Dragons,2017-11-24,55,2017-11-17,2532505,Believer
J Balvin,2017-11-24,56,2017-11-17,2461955,Mi Gente
Lil Peep,2017-11-24,57,2017-11-17,2461038,Save That Shit
Mariah Carey,2017-11-24,58,2017-11-17,2443743,All I Want for Christmas Is You
Playboi Carti,2017-11-24,59,2017-11-17,2373256,Magnolia
Young Thug,2017-11-24,60,2017-11-17,2356579,Relationship (feat. Future)
Ed Sheeran,2017-11-24,61,2017-11-17,2340603,Shape of You
Kendrick Lamar,2017-11-24,62,2017-11-17,2330834,DNA.
Childish Gambino,2017-11-24,63,2017-11-17,2304793,Redbone
Sam Smith,2017-11-24,64,2017-11-17,2293791,Pray
Lil Uzi Vert,2017-11-24,65,2017-11-17,2290918,Sauce It Up
Lil Uzi Vert,2017-11-24,66,2017-11-17,2286454,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix
Sam Hunt,2017-11-24,67,2017-11-17,2285379,Body Like A Back Road
Post Malone,2017-11-24,68,2017-11-17,2281206,White Iverson
Maroon 5,2017-11-24,69,2017-11-17,2279605,Wait
6ix9ine,2017-11-24,70,2017-11-17,2242150,GUMMO
Charlie Puth,2017-11-24,71,2017-11-17,2230084,Attention
SZA,2017-11-24,72,2017-11-17,2220319,Love Galore
Future,2017-11-24,73,2017-11-17,2213669,Mask Off
Miguel,2017-11-24,74,2017-11-17,2177485,Sky Walker
Kygo,2017-11-24,75,2017-11-17,2173201,Stargazing
Kodak Black,2017-11-24,76,2017-11-17,2171711,Transportin'
Clean Bandit,2017-11-24,77,2017-11-17,2166207,I Miss You (feat. Julia Michaels)
Taylor Swift,2017-11-24,78,2017-11-17,2166079,...Ready For It?
Luis Fonsi,2017-11-24,79,2017-11-17,2109049,Despacito - Remix
2 Chainz,2017-11-24,80,2017-11-17,2105622,It's A Vibe
Taylor Swift,2017-11-24,81,2017-11-17,2100645,Look What You Made Me Do
Russ,2017-11-24,82,2017-11-17,2072304,Losin Control
Chris Brown,2017-11-24,83,2017-11-17,2065343,Pills & Automobiles
XXXTENTACION,2017-11-24,84,2017-11-17,2015620,Everybody Dies In Their Nightmares
Niall Horan,2017-11-24,85,2017-11-17,1952057,Slow Hands
DJ Khaled,2017-11-24,86,2017-11-17,1948982,I'm the One
Macklemore,2017-11-24,87,2017-11-17,1932537,Good Old Days (feat. Kesha)
James Arthur,2017-11-24,88,2017-11-17,1929054,Say You Won't Let Go
Macklemore,2017-11-24,89,2017-11-17,1926222,Glorious (feat. Skylar Grey)
Liam Payne,2017-11-24,90,2017-11-17,1915414,Strip That Down
Kesha,2017-11-24,91,2017-11-17,1900121,Praying
Migos,2017-11-24,92,2017-11-17,1886622,Bad and Boujee (feat. Lil Uzi Vert)
KYLE,2017-11-24,93,2017-11-17,1885485,iSpy (feat. Lil Yachty)
Rich The Kid,2017-11-24,94,2017-11-17,1858229,New Freezer (feat. Kendrick Lamar)
Lil Peep,2017-11-24,95,2017-11-17,1846302,Benz Truck - гелик
Lorde,2017-11-24,96,2017-11-17,1844451,Homemade Dynamite - REMIX
Avicii,2017-11-24,97,2017-11-17,1843751,Lonely Together (feat. Rita Ora)
Kane Brown,2017-11-24,98,2017-11-17,1839117,What Ifs
Kodak Black,2017-11-24,99,2017-11-17,1839072,Tunnel Vision
Playboi Carti,2017-11-24,100,2017-11-17,1836882,wokeuplikethis*
SZA,2017-11-24,101,2017-11-17,1820994,The Weekend
Lauv,2017-11-24,102,2017-11-17,1809695,I Like Me Better
Bruno Mars,2017-11-24,103,2017-11-17,1803378,That's What I Like
Kendrick Lamar,2017-11-24,104,2017-11-17,1794866,LOYALTY. FEAT. RIHANNA.
DJ Khaled,2017-11-24,105,2017-11-17,1783269,Wild Thoughts
Future,2017-11-24,106,2017-11-17,1761191,Patek Water
P!nk,2017-11-24,107,2017-11-17,1742732,What About Us
Big Sean,2017-11-24,108,2017-11-17,1739061,Bounce Back
J Balvin,2017-11-24,109,2017-11-17,1738572,Mi Gente (feat. Beyoncé)
XXXTENTACION,2017-11-24,110,2017-11-17,1731135,Look At Me!
Thomas Rhett,2017-11-24,111,2017-11-17,1721104,Unforgettable
Drake,2017-11-24,112,2017-11-17,1712371,Passionfruit
21 Savage,2017-11-24,113,2017-11-17,1704499,Rap Saved Me
Migos,2017-11-24,114,2017-11-17,1704258,T-Shirt
Brenda Lee,2017-11-24,115,2017-11-17,1703939,Rockin' Around The Christmas Tree - Single Version
GoldLink,2017-11-24,116,2017-11-17,1686036,Crew
Lil Pump,2017-11-24,117,2017-11-17,1683513,Boss
Lil Peep,2017-11-24,118,2017-11-17,1670309,Awful Things
Travis Scott,2017-11-24,119,2017-11-17,1648182,beibs in the trap
Lil Uzi Vert,2017-11-24,120,2017-11-17,1644108,20 Min
Cheat Codes,2017-11-24,121,2017-11-17,1639047,Feels Great (feat. Fetty Wap & CVBZ)
blackbear,2017-11-24,122,2017-11-17,1637999,do re mi
J. Cole,2017-11-24,123,2017-11-17,1632002,No Role Modelz
N.E.R.D,2017-11-24,124,2017-11-17,1621787,Lemon
Taylor Swift,2017-11-24,125,2017-11-17,1603861,Gorgeous
Daya,2017-11-24,126,2017-11-17,1600630,New
Jason Derulo,2017-11-24,127,2017-11-17,1597225,Tip Toe (feat. French Montana)
Jaden Smith,2017-11-24,128,2017-11-17,1575573,Breakfast (feat. A$AP Rocky)
6LACK,2017-11-24,129,2017-11-17,1575533,PRBLMS
Shawn Mendes,2017-11-24,130,2017-11-17,1573581,There's Nothing Holdin' Me Back
G-Eazy,2017-11-24,131,2017-11-17,1572270,The Beautiful & Damned
Taylor Swift,2017-11-24,132,2017-11-17,1565561,Call It What You Want
Tee Grizzley,2017-11-24,133,2017-11-17,1561522,First Day Out
Big Sean,2017-11-24,134,2017-11-17,1553397,Pull Up N Wreck (With Metro Boomin)
Niall Horan,2017-11-24,135,2017-11-17,1552541,Too Much To Ask
The Weeknd,2017-11-24,136,2017-11-17,1539080,Starboy
Rae Sremmurd,2017-11-24,137,2017-11-17,1525326,Swang
21 Savage,2017-11-24,138,2017-11-17,1514894,X (feat. Future)
The Chainsmokers,2017-11-24,139,2017-11-17,1510568,Something Just Like This
The Chainsmokers,2017-11-24,140,2017-11-17,1500181,Closer
2 Chainz,2017-11-24,141,2017-11-17,1498207,4:00 AM
Ozuna,2017-11-24,142,2017-11-17,1495121,Se Preparó
blackbear,2017-11-24,143,2017-11-17,1491337,do re mi (feat. Gucci Mane)
21 Savage,2017-11-24,144,2017-11-17,1488600,My Choppa Hate Niggas
Rae Sremmurd,2017-11-24,145,2017-11-17,1484967,Perplexing Pegasus
PnB Rock,2017-11-24,146,2017-11-17,1479856,Lovin' (feat. A Boogie Wit da Hoodie)
Luke Combs,2017-11-24,147,2017-11-17,1478640,When It Rains It Pours
Lil Uzi Vert,2017-11-24,148,2017-11-17,1477760,Money Longer
Brett Young,2017-11-24,149,2017-11-17,1477114,In Case You Didn't Know
Post Malone,2017-11-24,150,2017-11-17,1472462,No Option
Drake,2017-11-24,151,2017-11-17,1465239,Fake Love
Aminé,2017-11-24,152,2017-11-17,1463494,Caroline
DRAM,2017-11-24,153,2017-11-17,1460955,Broccoli (feat. Lil Yachty)
NAV,2017-11-24,154,2017-11-17,1452574,Myself
Chris Brown,2017-11-24,155,2017-11-17,1449419,Questions
Russ,2017-11-24,156,2017-11-17,1445185,What They Want
Julia Michaels,2017-11-24,157,2017-11-17,1439061,Issues
Andy Williams,2017-11-24,158,2017-11-17,1437540,It's the Most Wonderful Time of the Year
6LACK,2017-11-24,159,2017-11-17,1433928,Ex Calling
Kygo,2017-11-24,160,2017-11-17,1429318,Stranger Things
Halsey,2017-11-24,161,2017-11-17,1427038,Now Or Never
Lil Pump,2017-11-24,162,2017-11-17,1425703,D Rose
ZAYN,2017-11-24,163,2017-11-17,1425268,"I Don?�t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
LANCO,2017-11-24,164,2017-11-17,1395180,Greatest Love Story
Bryson Tiller,2017-11-24,165,2017-11-17,1391779,Don't
Wham!,2017-11-24,166,2017-11-17,1385666,Last Christmas
The Weeknd,2017-11-24,167,2017-11-17,1385483,Die For You
Ty Dolla $ign,2017-11-24,168,2017-11-17,1383505,Darkside (with Ty Dolla $ign & Future feat. Kiiara)
Bryson Tiller,2017-11-24,169,2017-11-17,1383447,Exchange
Tee Grizzley,2017-11-24,170,2017-11-17,1382022,From The D To The A (feat. Lil Yachty)
Alan Walker,2017-11-24,171,2017-11-17,1379352,All Falls Down
Zedd,2017-11-24,172,2017-11-17,1375865,Stay (with Alessia Cara)
Drake,2017-11-24,173,2017-11-17,1370478,Portland
Lil Uzi Vert,2017-11-24,174,2017-11-17,1370292,Skir Skirr
Gucci Mane,2017-11-24,175,2017-11-17,1364196,Both (feat. Drake)
Trippie Redd,2017-11-24,176,2017-11-17,1354864,Love Scars
Jon Pardi,2017-11-24,177,2017-11-17,1351557,Heartache On The Dance Floor
Chance The Rapper,2017-11-24,178,2017-11-17,1350738,No Problem (feat. Lil Wayne & 2 Chainz)
Metro Boomin,2017-11-24,179,2017-11-17,1350141,No Complaints
Big Shaq,2017-11-24,180,2017-11-17,1347267,Man's Not Hot
Becky G,2017-11-24,181,2017-11-17,1346470,Mayores
Drake,2017-11-24,182,2017-11-17,1345740,One Dance
YFN Lucci,2017-11-24,183,2017-11-17,1342857,Everyday We Lit (feat. PnB Rock)
Thomas Rhett,2017-11-24,184,2017-11-17,1334046,Craving You
Justin Bieber,2017-11-24,185,2017-11-17,1332313,Friends (with BloodPop®)
YoungBoy Never Broke Again,2017-11-24,186,2017-11-17,1328461,No Smoke
Trippie Redd,2017-11-24,187,2017-11-17,1323540,Bust Down
Eminem,2017-11-24,188,2017-11-17,1310592,'Till I Collapse
PnB Rock,2017-11-24,189,2017-11-17,1296419,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)"
Young Thug,2017-11-24,190,2017-11-17,1293460,pick up the phone
Anita Kerr Singers,2017-11-24,191,2017-11-17,1289178,Jingle Bell Rock
Calvin Harris,2017-11-24,192,2017-11-17,1282275,Slide
Gucci Mane,2017-11-24,193,2017-11-17,1277750,Curve (feat. The Weeknd)
Lil Pump,2017-11-24,194,2017-11-17,1275357,Flex Like Ouu
Hailee Steinfeld,2017-11-24,195,2017-11-17,1269108,Most Girls
Khalid,2017-11-24,196,2017-11-17,1264427,Saved
DJ Snake,2017-11-24,197,2017-11-17,1261880,A Different Way (with Lauv)
Liam Payne,2017-11-24,198,2017-11-17,1257787,Bedroom Floor
Lil Peep,2017-11-24,199,2017-11-17,1256663,Beamer Boy
Ayo & Teo,2017-11-24,200,2017-11-17,1254120,Rolex
Post Malone,2017-12-01,1,2017-11-24,12722566,rockstar
Lil Pump,2017-12-01,2,2017-11-24,8786208,Gucci Gang
Post Malone,2017-12-01,3,2017-11-24,7141154,I Fall Apart
Camila Cabello,2017-12-01,4,2017-11-24,6175956,Havana
Post Malone,2017-12-01,5,2017-11-24,6172064,Candy Paint
Offset,2017-12-01,6,2017-11-24,6129485,Ric Flair Drip (& Metro Boomin)
G-Eazy,2017-12-01,7,2017-11-24,5982425,No Limit
A$AP Ferg,2017-12-01,8,2017-11-24,5963090,Plain Jane
21 Savage,2017-12-01,9,2017-11-24,5845017,Bank Account
Sam Smith,2017-12-01,10,2017-11-24,5619244,Too Good At Goodbyes
